,LEMMA,COMPOUND,CATEGORIZATION,MEANING,ETYMOLOGY,OCCURRENCE,CASE/GENDER/NUMBER,HEADEDNESS,CLASSIFICATION,NOTES,Unnamed: 10,Unnamed: 11,Unnamed: 12,HEADEDNESS COMMENTS,SKR CLASSIFICATION,SKR MAIN CLASSIFICATION,MAIN CLASSIFICATION,POS,STRUCTURE,Prefix,First Element,Linking Vowel,Second Element,Suffix
301,ἀριδείκετος,"ἀριδείκετος, -ον",A [Part+V+Suf],"‘famous, glorious’","ἀρι- ‘good, very’+ verbal root δείκ- (δείκνυμι) ‘bring to light, show forth, show, point out’ + adj. suf. –ετος, -ον","Il. XI, 248; XIV, 320; Od. VIII, 382, 401; IX, 2; XI, 355, 378, 540; XIII, 38","nom. m. sg., acc. m. sg., voc. m. sg.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Part+V+Suf],"ἀρι- ‘good, very’","verbal root δείκ- (δείκνυμι) ‘bring to light, show forth, show, point out’ ",,,"adj. suf. –ετος, -ον"
302,ἀρίζηλος,"ἀρίζηλος, -η, -ον",A [Part+V+Suf],‘conspicuous’,"ἀρι- ‘good, very’ + verbal root ζη- (&lt; *δjη-, δέατο) ‘shine’ + adj. suf. -λος, -ον","Il. II, 318; XIII, 244; XVIII, 219, 221; XXII, 27; Od. XII, 453","nom. m. sg., acc. m. sg., nom. f. (target gender) pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Part+V+Suf],"ἀρι- ‘good, very’","verbal root ζη- (&lt; *δjη-, δέατο) ‘shine’ ",,,"adj. suf. -λος, -ον"
303,ἀριπρεπής,"ἀριπρεπής, –ές",A [Part+V+Suf],‘very distinguished’,"ἀρι– ‘good, very’+ verbal rootπρεπ-(πρέπω) ‘to be clearly seen, to be conspicuous’ +adj. suf. -ής, -ές","Il. VI, 478; VIII, 556; IX, 441; XV, 309; XXIII, 453; Od. VIII, 176, 390, 424; IX, 22","nom. n. sg., acc. m. sg., acc. f. (target gender) sg., nom. m. pl.,nom. n. pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Part+V+Suf],"ἀρι– ‘good, very’","verbal rootπρεπ-(πρέπω) ‘to be clearly seen, to be conspicuous’ ",,,"adj. suf. -ής, -ές"
304,ἀρισφαλής,"ἀρισφαλής, -ές",A [Part+V+Suf],‘very slippery,treacherous’,"ἀρι- ‘good, very’ + verbal root σφάλ- (σφάλλω) ‘make to fall’ + adj. suf.-ής, -ές","Od. XVII, 196",acc.,exocentric,determinative – karmadhāraya,,,,f. (target gender) sg.,,,exocentric,A,[Part+V+Suf],treacherous’,,,,
305,ἀριφραδής,"ἀριφραδής, -ές",A [Part+V+Suf],"‘clear, manifest’","ἀρι- ‘good, very’ + verbal root φραδ- (φράζω) ‘show forth, tell, declare’ + adj. suf.-ής, -ές","Il. XXIII, 240, 326; Od. XI, 126; XXI, 217; XXIII, 73, 225 273; XXIV, 329","acc. n. sg., nom. n. pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Part+V+Suf],"ἀρι- ‘good, very’","verbal root φραδ- (φράζω) ‘show forth, tell, declare’ ",,,"adj. suf.-ής, -ές"
306,ἀρχέκακος,"ἀρχέκακος, -ον",A [V+N+Suf],‘beginning mischief’,"verbal stemἄρχε- (ἄρχω) ‘begin’ + noun root/stemκακ(ο)- (κακόν) ‘evil, ill’ + adj. suf.-ος, -ον",,acc. m. pl.,exocentric,subordinate (V-argument),accent shift,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,A,[V+N+Suf],,verbal stemἄρχε- (ἄρχω) ‘begin’ ,,"noun root/stemκακ(ο)- (κακόν) ‘evil, ill’ ","adj. suf.-ος, -ον"
307,Ἀρκεσίλαος,"Ἀρκεσίλαος, -ου",N [V+N],"‘Arcesilao’ (son of Lyeus, and leader of the Boeotians), ‘defender of people?’","verbal stem ἀρκεσι- (ἀρκέω) ‘ward off, keep off, defend’ + λαός ‘menor people’","Il. II, 495; Od. XV, 329","nom. m. sg., acc. sg.",exocentric,subordinate (V-argument),unclear etimology for-σι-,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,N,[V+N],,"verbal stem ἀρκεσι- (ἀρκέω) ‘ward off, keep off, defend’ ",,,λαός ‘menor people’
308,ἁρματροχιά,"ἁρματροχιά, -ᾶς",N [N+N],‘wheel-track of a chariot’,"noun root ἁρμα(τ)- (ἅρμα, -A) ‘chariot’ + τροχιά, -ᾶς ‘wheel-track’","Il. XXIII, 505",nom. f. sg.,endocentric,subordinate (argument-N),syncopated form for ἁρματοτροχιά,simple τροχιά is attested in later Greek,,,(right-headed),tatpuruṣa (N-governing),tatpuruṣa,subordinate,N,[N+N],,"noun root ἁρμα(τ)- (ἅρμα, -A) ‘chariot’ ",,,"τροχιά, -ᾶς ‘wheel-track’"
309,ἄρρηκτος,"ἄρρηκτος, –ον",A [A+A],"‘unbroken, not to be broken’","ἀ- privativum + verbal adj.ῥηκτός, (ή), όν(ῥήγνυμι)‘that can be broken‘","Il. II, 490; XIII, 37, 360; XIV, 56, 68; XV, 20; XX, 150; XXI, 447; Od. VIII, 275; X, 4","nom. n. sg.; nom. f. (target gender) sg.,acc. m. sg., acc. f. (target gender) sg., acc. m. pl., acc. f. (target gender) pl., acc. n. pl.",endocentric,determinative,accent shift in compounding,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"verbal adj.ῥηκτός, (ή), όν(ῥήγνυμι)‘that can be broken‘"
310,ἀρτεμής,"ἀρτεμής, -ές",A [Adv+V+Suf],‘safe and sound’,"ἀρ- (ἄρι) ‘very, much’ + verbal root τεμ- (*τέμος, τημελέω) ‘take care’ + adj. suf. -ής, -ές, or ἀρ- (haplol. &lt; ἄρτι) ‘just, exactly’ + verbal root δεμ- (δέμω ‘construct’, δέμας, -τος ‘the human body’) ‘body’","Il. V, 515; VII, 308; Od. XIII, 43","acc. m. sg., dat. m. pl.",exocentric,determinative,uncertain etymology,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],"ἀρ- (ἄρι) ‘very, much’","verbal root τεμ- (*τέμος, τημελέω) ‘take care’ ",,"verbal root δεμ- (δέμω ‘construct’, δέμας, -τος ‘the human body’) ‘body’ ",
311,ἀρτιεπής,"ἀρτιεπής, -ές",A [Adv+N+Suf],"‘knowing how to use words well, well speaking’","ἄρτι ‘right’ + noun stemἐπεσ-(ἔπος) ‘word, speech’ + adj. suf. -ής, -ές","Il. XXII, 281",nom. m. sg.,exocentric,attributive,"here the Adv. ἄρτι shows the more ancient meaning ‘right’; the later meaning ‘just, just now, recently’ is widespread in other compounds and is the only one attested for ἄρτι as an indepentent word.",,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],ἄρτι ‘right’,"noun stemἐπεσ-(ἔπος) ‘word, speech’ ",,,"adj. suf. -ής, -ές"
312,ἀρτίπος,"ἀρτίπος, -ον",A [Adv+N+Suf],‘strong or swift of foot’,"ἄρτι ‘right’ + noun root πο(δ)- (πούς, ποδός) ‘foot’ + adj. suf. -ος,-ον","Il. IX, 505; Od. VIII, 310","nom. m. sg., nom. f. (target gender) sg.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],ἄρτι ‘right’,"noun root πο(δ)- (πούς, ποδός) ‘foot’ ",,,"adj. suf. -ος,-ον"
313,ἀρτίφρων,"ἀρτίφρων, -ον",A [Adv+N+Suf],"‘sound of mind, sensible’","ἄρτι ‘right’+ noun root φρον-(φρήν,φρενός) ‘midriff,heart,mind’ + adj. suf. -ων, -ον","Od. XXIV, 261",nom. m. sg.,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[Adv+N+Suf],ἄρτι ‘right’,"noun root φρον-(φρήν,φρενός) ‘midriff,heart,mind’ ",,,"adj. suf. -ων, -ον"
314,Ἀρχέλοχος,"Ἀρχέλοχος, ου",N [V+N],‘Archelocus’,"verbal stemἄρχε- (ἄρχω) ‘begin; rule, govern, command’ + λόχος ‘ambush’ or ‘the men that form the ambush, any armed band’","Il. II, 823; XII, 100; XIV, 464",nom. m. sg.,exocentric,subordinate (V-argument),,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,N,[V+N],,"verbal stemἄρχε- (ἄρχω) ‘begin; rule, govern, command’ ",,,"λόχος ‘ambush’ or ‘the men that form the ambush, any armed band’"
315,Ἀρχεπτόλεμος,"Ἀρχεπτόλεμος, -ου",N [V+N],‘Archeptolemus’ (‘he who starts the war’ or ‘having the command in war’),"verbal stemαρχε- (ἄρχω) ‘begin;rule, govern, command’ + πτόλεμος, -ου (Ep. for πόλεμος) ‘war, battle, fight’","Il. VIII, 128, 312",acc. m. sg.,exocentric,subordinate (V-argument),,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,N,[V+N],,"verbal stemαρχε- (ἄρχω) ‘begin;rule, govern, command’ ",,,"πτόλεμος, -ου (Ep. for πόλεμος) ‘war, battle, fight’"
316,Ἀρύβας,"Ἀρύβας, -ντος",N [N+V],‘Arubas’ (a Phoenician of Sidon) (‘who walks with the cry of boatmen?’),ἀρῦ(=ἄρρυ) ‘a cry of boatmen’ + βάς (βαίνω) ‘walking’,"Od. XV, 426",gen. m. sg.,exocentric,determinative,accent shift,,,,,karmadhāraya,karmadhāraya,determinative,N,[N+V],ἀρῦ(=ἄρρυ) ‘a cry of boatmen’,,,,βάς (βαίνω) ‘walking’
317,ἄσβεστος,"ἄσβεστος, -ον",A [A+V+Suf],"‘unquenchable, inextinguishable’","ἀ- privativum+ verbal root σβεσ- (σβέννυμι) ‘quench, put out’ + verb. adj. suf. -τος, -τον","Il. I, 599; XI, 50, 500, 530; XIII, 169, 540; XVI, 123; 267; XVII, 89; XXII, 96; Od. IV, 584; VII, 333; VIII, 326; XX, 346","nom. m. sg., nom. f. (target gender) sg., nom. n. sg.,dat. f. (target gender) sg., acc. m. sg., acc. n. sg.",exocentric,determinative,the first memberis not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root σβεσ- (σβέννυμι) ‘quench, put out’ ",,,"verb. adj. suf. -τος, -τον"
318,ἀσήμαντος,"ἀσήμαντος, –ον",A [A+A],‘without leader or shepherd’,"ἀ- privativum +σημαντός(–ή),–όν ‘marked’","Il. X, 485",dat. n. pl.,exocentric,determinative,accent shift,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"σημαντός(–ή),–όν ‘marked’"
319,ἀσινής,"ἀσινής, -ές",A [ἀ+V+Suf],"‘unhurt, unharmed’","– privativum + verbal root σιν- (σίνομαι) ‘hurt, harm’ + adj. suf. -ής, -ές","Od. XI, 110; XII, 137.",acc. m. pl.,exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[ἀ+V+Suf],– privativum,"verbal root σιν- (σίνομαι) ‘hurt, harm’ ",,,"adj. suf. -ής, -ές"
320,ἀσκελής,"ἀσκελής, -ές",A [A+V+Suf],"‘dried up’(as adverb ‘toughly, stubbornly’)","ἀ privativum or copulativum + verbalroot σκελ- (σκέλλω) ‘dry up’ + adj. suf. -ής, -ές","Od. I, 68; IV, 543; X, 463","acc. n. sg, nom. m. pl.",endocentric,determinative,ἀ- privativum or copulativum is not a free word in Greek,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ privativum or copulativum,verbalroot σκελ- (σκέλλω) ‘dry up’ ,,,"adj. suf. -ής, -ές"
321,ἀσκηθής,"ἀσκηθής, –ές",[A+N+Suf],"‘unhurt, unscathed’","ἀ- privativum + noun stem σκηθες- (*σκῆθος) ‘damage’ + adj. suf.–ής, –ές","Il. X, 212; XVI, 247; V, 26, 144, 168; Od. IX, 79; XI, 535; XIV, 255","nom. m. sg., voc. m. sg., nom. m. pl.",exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,[A+N+Suf],,ἀ- privativum,noun stem σκηθες- (*σκῆθος) ‘damage’ ,,,"adj. suf.–ής, –ές"
322,ἄσκοπος,"ἄσκοπος,–ον",A [A+V+Suf],"‘inconsiderate, heedless’","ἀ- privativum + verbal rootσκοπ-(σκοπέω) ‘behold, contemplate; look to or into, consider, examine‘ + adj. suf. -ος, -ον","Il. XXIV, 157, 186",nom. m. sg.,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal rootσκοπ-(σκοπέω) ‘behold, contemplate; look to or into, consider, examine‘ ",,,"adj. suf. -ος, -ον"
323,ἀσπερχές,"ἀσπερχές,only the acc. n. form as Adv.",A [A+V+Suf],"‘hastily, hotly, vehemently’","A- intensivum + verbal root σπερχ- (σπέρχομαι) ‘to haste, be in haste’ + adj. suf. (-ής), -ές","Il. IV, 32; XVI, 61; XVIII, 556; XXII, 10, 188; Od. I, 20",acc. n. sg.,exocentric,determinative,adjectival forms of *ἀσπερχής are not attested,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],A- intensivum,"verbal root σπερχ- (σπέρχομαι) ‘to haste, be in haste’ ",,,"adj. suf. (-ής), -ές"
324,Ἀστεροπαῖος,"Ἀστεροπαῖος, -ου",Nderived from ἀστεροπή (or Ἀστερόπη),‘Asteropaeus’,,"Il. XII, 102; XVII, 217, 351, 352; XXI, 140, 163, 170; XXIII, 560, 808","nom. m. sg., dat. m. sg., acc. m. sg.",,,s. ἀστεροπή,,,,,,,,Nderived,from,,,,,
325,ἀστεροπή,"ἀστεροπή, -ῆς (=στεροπή, -ῆς)",N [N+V/N+Suf],"‘flash of lightning,lightning’","ἀστήρ‘star’ + verb/noun root ὄπ-(ὄψομαι‘see’,ὄψις ‘aspect’) + f. noun suf.-η","Il. XI, 66, 83, 184; XIII, 242; XIV, 386","nom. f. sg., dat. sg., acc. sg.",exocentric,determinative,"parallel forms ἀστραπή, ἀστράπτω are difficult to account for if the word is a compound of ὀπ-. Others think of a Pre-Greek word.",,,,,karmadhāraya,karmadhāraya,determinative,N,[N+V/N+Suf],ἀστήρ‘star’,"verb/noun root ὄπ-(ὄψομαι‘see’,ὄψις ‘aspect’) ",,,f. noun suf.-η
326,ἀστεροπητής,"ἀστεροπητής, -οῦ",N/A deriv. fromἀστεροπή,‘lightener’,,"Il. I, 580, 609; VII, 443; XII, 275","nom. m. sg., dat. sg.",,,epith. of Zeus,s.ἀστεροπή,,,,,,,,deriv.,,,,,
327,Ἁστυάναξ,"Ἁστυάναξ, -A",N [N+N],‘Astyanax’,"ἄστυ ‘town’ + ἄναξ ‘lord, king’","Il. VI, 403; XXII, 500, 506","nom. m. sg., acc. m. sg.",endocentric,subordinate (argument-N),in Hom. only PN as Astyanax the son of Hector. Outside Homer also ‘lord of the city’ as an ep. of certain gods.,,,,(right-headed),tatpuruṣa (N-governing),tatpuruṣa,subordinate,N,[N+N],ἄστυ ‘town’,,,,"ἄναξ ‘lord, king’"
328,ἀστυβοώτης,"ἀστυβοώτης,-ου",N/A [N+V+Suf],‘calling through the city’,"ἄστυ ‘town’+ verbal root βοώ- (βοάω) ‘cry aloud, shout’ + m. suf. -της","Il. XXIV, 701",acc. m. sg.,exocentric,determinative,epith. of a herald,,,,,karmadhāraya,karmadhāraya,determinative,,[N+V+Suf],ἄστυ ‘town’,"verbal root βοώ- (βοάω) ‘cry aloud, shout’ ",,,m. suf. -της
329,Ἀστύπυλος,"Ἀστύπυλος, -ου",N [N+N+Suf],‘Astypyle’,ἄστυ ‘town’ + noun root πύλ- (πύλη) ‘gate’ + m.suf. -ος,"Il. XXI, 209",acc. m. sg.,endocentric,determinative (complement-N),,,,,(right-headed),tatpuruṣa (N-governing),tatpuruṣa,determinative,N,[N+N+Suf],ἄστυ ‘town’,noun root πύλ- (πύλη) ‘gate’ ,,,m.suf. -ος
330,Ἀστύνοος,"Ἀστύνοος, -νόου",N [N+N],"‘a Trojan leader’, ‘ who turns his mind in town’s favour’",ἄστυ ‘town’ + νόος ‘mind’,"Il. V, 144; XV, 455","acc. m. sg., dat. sg.",exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[N+N],ἄστυ ‘town’,,,,νόος ‘mind’
331,ἄσχετος,"ἄσχετος,-ον, also ἀάσχετος",A [A+V+Suf],"‘not to be checked, ungovernable’","ἀ- privativum + verbal root σχε- (σχεῖν, ἐχω) ‘check’ + adj. suf. -τος,-τον","Il. V, 892; XXIV, 708; Od. II, 85, 303; III, 104; XX, 19","nom. m. sg., nom. n. sg., voc. m. sg., nom. m. pl.",exocentric,determinative,"ἀ- privativum is not a free word in Greek. In Il.ἀάσχετος, perhaps with reduplication ofἀ- privativum",,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root σχε- (σχεῖν, ἐχω) ‘check’ ",,,"adj. suf. -τος,-τον"
332,Ἀσωπός,"Ἀσωπός, –οῦ",N [N+N+Suf],‘Asopus’,"noun root ἀσ- (ἄσις,εως) ‘slime, mud’ + noun root ωπ- (ὤψ,ὠπός) ‘eye, face’ + m.suf.-ος","Il. IV, 483; X, 287; Od. XI, 260","gen. m. sg., dat. sg., acc. sg.",exocentric,attributive,uncertain etymology,,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[N+N+Suf],,"noun root ἀσ- (ἄσις,εως) ‘slime, mud’ ",,"noun root ωπ- (ὤψ,ὠπός) ‘eye, face’ ",m.suf.-ος
333,ἀτάλαντος,"ἀτάλαντος, -ον",A [A+N+Suf],"‘equal in weight, equivalent to, like’","ἀ- copulative + noun root/stemτάλαντ(ο)- (τάλαντον, -ου) ‘balance’ + adj. suf. -ος, -ον","Il. II, 169, 407, 627, 636, 651; V, 576; VII, 47, 166, 366; VIII, 215, 264; X, 137; XI, 200; XII, 463; XIII, 295, 328, 500, 528, 795; XIV, 318; XV, 302; XVI, 784; XVII, 72, 259, 477, 536; Od. III, 110, 409","nom. m. sg., acc. m.sg., voc. m.sg., nom. m. pl.",exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+N+Suf],ἀ- copulative,"noun root/stemτάλαντ(ο)- (τάλαντον, -ου) ‘balance’ ",,,"adj. suf. -ος, -ον"
334,ἀταλάφρων,"ἀταλάφρων,–ον",A[A+N+Suf],‘tender-minded‘,"ἀταλά(neut. pl. ofἀταλός) ‘tender’+ noun root φρον-(φρήν,φρενός) ‘midriff,heart,mind’",Il. VI 400,acc. m. sg.,exocentric,attributive,,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A[A+N+Suf],,ἀταλά(neut. pl. ofἀταλός) ‘tender’,"noun root φρον-(φρήν,φρενός) ‘midriff,heart,mind’ ",,,
335,ἀταρβής,"ἀταρβής, -ές",A [A+N+Suf],‘fearless’,"ἀ- privativum + noun stemταρβες- (τάρβος, -εος)‘alarm, terror’ + adj. suf.-ής, -ές","Il. XIII, 299; Od. III, 111",nom. m. sg.,exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+N+Suf],ἀ- privativum,"noun stemταρβες- (τάρβος, -εος)‘alarm, terror’ ",,,"adj. suf.-ής, -ές"
336,ἀτάρβητος,"ἀτάρβητος, -ον",A [A+V+Suf],‘without fear’,"ἀ- privativum + verbal stemταρβη- (ταρβέω) ‘to be frightened, alarmed’ + adj. suf. -τος, -τον","Il. III, 63",nom. m. sg.,exocentric,determinative,vowel lengthening -ε- &gt,-η-,ἀ- privativum is not a free word in Greek,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal stemταρβη- (ταρβέω) ‘to be frightened, alarmed’ ",,,"adj. suf. -τος, -τον"
337,ἀτάσθαλος,"ἀτάσθαλος, -ον",A [N+V+Suf],"‘reckless, presumptuous, wicked (of men)’; ‘of men’s acts, words’","unknown. Best proposal ἄτας (ἄτη) ‘reckless guilt, bane, ruin’ + verbal root θαλ- (θάλλω) ‘grow, bloom’ +adj. suf.-ος, -ον","Il. XI, 695; XIII, 634; XXII, 418; Od. III, 207; IV, 693; VII, 60; VIII, 166; XVI, 86, 93; XVII, 588; XVIII, 139, 143; XX, 170, 370; XXII, 47, 314; XXIV, 282, 352","nom. n. sg., dat. m. sg., acc. m. sg., acc. n. sg., nom. m. pl., dat. m. pl., acc. n. pl.",exocentric,subordinative (argument-V),"Best etymological proposal bySchwyzer, who starts from a univerbized participle ἀτασθάλλων (actually attested in the Odysseybut possibly deadjectival from ἀτάσθαλος)&lt; * ἀτας θάλλω;",,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinative,A,[N+V+Suf],"unknown. Best proposal ἄτας (ἄτη) ‘reckless guilt, bane, ruin’","verbal root θαλ- (θάλλω) ‘grow, bloom’ ",,,"adj. suf.-ος, -ον"
338,ἀτασθαλία/η,"ἀτασθαλία/η, -A/ης",N deriv. from ἀτάσθαλος,"‘presumptuous sin, recklessness’",,"Il. IV, 409; XXII, 104; Od. I, 7, 34; X, 437; XII, 300;XXI, 146; XXII, 317, 416; XXIII, 67; XXIV, 458","gen. f. sg., nom. pl., dat. pl.",,,s. ἀτάσθαλος,,,,,,,,N,deriv.,,,,,
339,ἀτειρής,"ἀτειρής, -ές",A [A+V+Suf],"‘not to be rubbed or worn away, indestructible’","ἀ- privativum+ verbal root τείρ- (τείρω) ‘oppress, distress, weaken’ + adj. suf. -ής, -ές","Il. III, 60; V, 292; VII, 247; XIII, 45; XIV, 25; XV, 697; XVII, 555; XVIII, 474; XIX, 233; XX, 108; XXII, 227; Od. XI, 270; XIII, 368","nom. m.sing., nom. f. (target gender) sg., acc. m. sg., acc. f. (target gender) sg., acc. m. pl.",exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root τείρ- (τείρω) ‘oppress, distress, weaken’ ",,,"adj. suf. -ής, -ές"
340,ἀτέλεστος,"ἀτέλεστος, -ον",A [A+N+Suf],"‘without end, issue, or effect, unaccomplished’","ἀ- privativum + noun stem τελεσ- (τέλος) ‘fulfilment’ +adj. suf.-τος, -τον","Il. IV, 26, 5, 168; Od. II, 273; VIII, 571; XVI, 111; XVIII, 345","acc. m. sg., acc. n. sg., nom. n. pl., n. f. (target gender) sg.",exocentric,determinative,τελεστός is not attested in Homeric Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+N+Suf],ἀ- privativum,noun stem τελεσ- (τέλος) ‘fulfilment’ ,,,"adj. suf.-τος, -τον"
